************* START OF RANDOM TEST FOR council room card *************

Test#0: Expected 18 deckCount, found 17 deckCount for input: handCount: 0, deckCount: 21, discardCount: 27, buys: 1
Test#497: Expected 7 deckCount, found 6 deckCount for input: handCount: 15, deckCount: 10, discardCount: 8, buys: 1
Test#498: Expected 325 deckCount, found 324 deckCount for input: handCount: 243, deckCount: 328, discardCount: 122, buys: 1
Test#499: Expected 446 deckCount, found 445 deckCount for input: handCount: 246, deckCount: 449, discardCount: 7, buys: 1
Test#500: Expected 29 deckCount, found 28 deckCount for input: handCount: 249, deckCount: 32, discardCount: 43, buys: 1
Test#501: Expected 22 deckCount, found 21 deckCount for input: handCount: 205, deckCount: 25, discardCount: 18, buys: 1
Test#502: Expected 1 deckCount, found 0 deckCount for input: handCount: 208, deckCount: 2, discardCount: 2, buys: 1
Test#503: Expected 23 deckCount, found 22 deckCount for input: handCount: 211, deckCount: 26, discardCount: 26, buys: 1
Test#504: Expected 31 deckCount, found 30 deckCount for input: handCount: 214, deckCount: 34, discardCount: 4, buys: 1
Test#505: Expected 12 deckCount, found 11 deckCount for input: handCount: 217, deckCount: 15, discardCount: 37, buys: 1
Test#506: Expected 399 deckCount, found 398 deckCount for input: handCount: 164, deckCount: 402, discardCount: 3, buys: 1
Test#507: Expected 40 deckCount, found 39 deckCount for input: handCount: 167, deckCount: 43, discardCount: 24, buys: 1
Test#508: Expected 42 deckCount, found 41 deckCount for input: handCount: 397, deckCount: 45, discardCount: 46, buys: 1
Test#509: Expected 22 deckCount, found 21 deckCount for input: handCount: 400, deckCount: 25, discardCount: 44, buys: 1
Test#510: Expected 17 deckCount, found 16 deckCount for input: handCount: 403, deckCount: 20, discardCount: 17, buys: 1
Test#511: Expected 9 deckCount, found 8 deckCount for input: handCount: 406, deckCount: 12, discardCount: 4, buys: 1
Test#512: Expected 45 deckCount, found 44 deckCount for input: handCount: 409, deckCount: 48, discardCount: 47, buys: 1
Test#513: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 43, buys: 1
Test#514: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 35, buys: 1
Test#515: Expected 2 deckCount, found 1 deckCount for input: handCount: 10, deckCount: 5, discardCount: 44, buys: 1
Test#516: Expected 37 deckCount, found 36 deckCount for input: handCount: 8, deckCount: 40, discardCount: 3, buys: 1
Test#517: Expected 5 deckCount, found 4 deckCount for input: handCount: 422, deckCount: 8, discardCount: 46, buys: 1
Test#518: Expected 34 deckCount, found 33 deckCount for input: handCount: 2, deckCount: 37, discardCount: 23, buys: 1
Test#519: Expected 115 deckCount, found 114 deckCount for input: handCount: 6, deckCount: 118, discardCount: 146, buys: 1
Test#520: Expected 13 deckCount, found 12 deckCount for input: handCount: 5, deckCount: 16, discardCount: 12, buys: 1
Test#521: Expected 32 deckCount, found 31 deckCount for input: handCount: 8, deckCount: 35, discardCount: 0, buys: 1
Test#522: Expected 2 deckCount, found 1 deckCount for input: handCount: 265, deckCount: 5, discardCount: 28, buys: 1
Test#523: Expected 17 deckCount, found 16 deckCount for input: handCount: 3, deckCount: 1, discardCount: 19, buys: 1
Test#524: Expected 104 deckCount, found 103 deckCount for input: handCount: 9, deckCount: 107, discardCount: 165, buys: 1
Test#525: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 28, discardCount: 9, buys: 1
Test#526: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 43, buys: 1
Test#527: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#528: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#529: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#530: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#531: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#532: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#533: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#534: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#535: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#536: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#537: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#538: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#539: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#540: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#541: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#542: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#543: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#544: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#545: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#546: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#547: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#548: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#549: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#550: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
Test#551: Expected 19 deckCount, found 18 deckCount for input: handCount: 2, deckCount: 22, discardCount: 23, buys: 1
Test#552: Expected 9 deckCount, found 8 deckCount for input: handCount: 5, deckCount: 12, discardCount: 6, buys: 1
Test#553: Expected 44 deckCount, found 43 deckCount for input: handCount: 8, deckCount: 47, discardCount: 31, buys: 1
Test#554: Expected 5 deckCount, found 4 deckCount for input: handCount: 5, deckCount: 0, discardCount: 8, buys: 1
Test#555: Expected 17 deckCount, found 16 deckCount for input: handCount: 1, deckCount: 20, discardCount: 27, buys: 1
Test#556: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 0, discardCount: 28, buys: 1
Test#557: Expected 10 deckCount, found 9 deckCount for input: handCount: 6, deckCount: 13, discardCount: 30, buys: 1
Test#558: Expected 159 deckCount, found 158 deckCount for input: handCount: 9, deckCount: 162, discardCount: 102, buys: 1
Test#559: Expected 465 deckCount, found 464 deckCount for input: handCount: 71, deckCount: 468, discardCount: 16, buys: 1
Test#560: Expected 27 deckCount, found 26 deckCount for input: handCount: 74, deckCount: 30, discardCount: 4, buys: 1
Test#561: Expected 44 deckCount, found 43 deckCount for input: handCount: 77, deckCount: 47, discardCount: 39, buys: 1
Test#562: Expected 24 deckCount, found 23 deckCount for input: handCount: 80, deckCount: 27, discardCount: 29, buys: 1
Test#563: Expected 5 deckCount, found 4 deckCount for input: handCount: 3, deckCount: 8, discardCount: 34, buys: 1
Test#564: Expected 35 deckCount, found 34 deckCount for input: handCount: 447, deckCount: 38, discardCount: 27, buys: 1
Test#565: Expected 11 deckCount, found 10 deckCount for input: handCount: 10, deckCount: 14, discardCount: 28, buys: 1
Test#566: Expected 12 deckCount, found 11 deckCount for input: handCount: 13, deckCount: 15, discardCount: 29, buys: 1
Test#567: Expected 430 deckCount, found 429 deckCount for input: handCount: 16, deckCount: 433, discardCount: 54, buys: 1
Test#568: Expected 334 deckCount, found 333 deckCount for input: handCount: 7, deckCount: 337, discardCount: 127, buys: 1
Test#569: Expected 145 deckCount, found 144 deckCount for input: handCount: 6, deckCount: 148, discardCount: 318, buys: 1
Test#570: Expected 355 deckCount, found 354 deckCount for input: handCount: 9, deckCount: 358, discardCount: 114, buys: 1
Test#571: Expected 40 deckCount, found 39 deckCount for input: handCount: 5, deckCount: 43, discardCount: 22, buys: 1
Test#572: Expected 41 deckCount, found 40 deckCount for input: handCount: 5, deckCount: 0, discardCount: 44, buys: 1
Test#573: Expected 15 deckCount, found 14 deckCount for input: handCount: 8, deckCount: 18, discardCount: 38, buys: 1
Test#574: Expected 5 deckCount, found 4 deckCount for input: handCount: 407, deckCount: 8, discardCount: 3, buys: 1
Test#575: Expected 410 deckCount, found 409 deckCount for input: handCount: 10, deckCount: 413, discardCount: 53, buys: 1
Test#576: Expected 108 deckCount, found 107 deckCount for input: handCount: 10, deckCount: 111, discardCount: 214, buys: 1
Test#577: Expected 29 deckCount, found 28 deckCount for input: handCount: 13, deckCount: 32, discardCount: 44, buys: 1
Test#578: Expected 104 deckCount, found 103 deckCount for input: handCount: 459, deckCount: 107, discardCount: 51, buys: 1
Test#579: Expected 333 deckCount, found 332 deckCount for input: handCount: 462, deckCount: 336, discardCount: 20, buys: 1
Test#580: Expected 7 deckCount, found 6 deckCount for input: handCount: 465, deckCount: 10, discardCount: 32, buys: 1
Test#581: Expected 44 deckCount, found 43 deckCount for input: handCount: 468, deckCount: 47, discardCount: 29, buys: 1
Test#582: Expected 174 deckCount, found 173 deckCount for input: handCount: 6, deckCount: 177, discardCount: 244, buys: 1
Test#583: Expected 24 deckCount, found 23 deckCount for input: handCount: 10, deckCount: 27, discardCount: 6, buys: 1
Test#584: Expected 14 deckCount, found 13 deckCount for input: handCount: 492, deckCount: 17, discardCount: 35, buys: 1
Test#585: Expected 433 deckCount, found 432 deckCount for input: handCount: 495, deckCount: 436, discardCount: 53, buys: 1
Test#586: Expected 26 deckCount, found 25 deckCount for input: handCount: 70, deckCount: 29, discardCount: 27, buys: 1
Test#587: Expected 333 deckCount, found 332 deckCount for input: handCount: 73, deckCount: 336, discardCount: 34, buys: 1
Test#588: Expected 468 deckCount, found 467 deckCount for input: handCount: 5, deckCount: 471, discardCount: 11, buys: 1
Test#589: Expected 19 deckCount, found 18 deckCount for input: handCount: 8, deckCount: 22, discardCount: 45, buys: 1
Test#590: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#591: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#592: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#593: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#594: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#595: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#596: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#597: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#598: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#599: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
Test#600: Expected 8 deckCount, found 7 deckCount for input: handCount: 2, deckCount: 11, discardCount: 6, buys: 1
Test#601: Expected 34 deckCount, found 33 deckCount for input: handCount: 465, deckCount: 37, discardCount: 13, buys: 1
Test#602: Expected 22 deckCount, found 21 deckCount for input: handCount: 468, deckCount: 25, discardCount: 2, buys: 1
Test#603: Expected 1 deckCount, found 0 deckCount for input: handCount: 199, deckCount: 4, discardCount: 0, buys: 1
Test#604: Expected 34 deckCount, found 33 deckCount for input: handCount: 4, deckCount: 37, discardCount: 36, buys: 1
Test#605: Expected 45 deckCount, found 44 deckCount for input: handCount: 8, deckCount: 48, discardCount: 91, buys: 1
Test#606: Expected 17 deckCount, found 16 deckCount for input: handCount: 11, deckCount: 20, discardCount: 46, buys: 1
Test#607: Expected 5 deckCount, found 4 deckCount for input: handCount: 14, deckCount: 8, discardCount: 1, buys: 1
Test#608: Expected 178 deckCount, found 177 deckCount for input: handCount: 6, deckCount: 181, discardCount: 97, buys: 1
Test#609: Expected 33 deckCount, found 32 deckCount for input: handCount: 9, deckCount: 36, discardCount: 0, buys: 1
Test#610: Expected 13 deckCount, found 12 deckCount for input: handCount: 43, deckCount: 16, discardCount: 5, buys: 1
Test#611: Expected 7 deckCount, found 6 deckCount for input: handCount: 46, deckCount: 10, discardCount: 46, buys: 1
Test#612: Expected 293 deckCount, found 292 deckCount for input: handCount: 49, deckCount: 296, discardCount: 162, buys: 1
Test#613: Expected 164 deckCount, found 163 deckCount for input: handCount: 7, deckCount: 167, discardCount: 50, buys: 1
Test#614: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 25, buys: 1
Test#615: Expected 18 deckCount, found 17 deckCount for input: handCount: 9, deckCount: 21, discardCount: 31, buys: 1
Test#616: Expected 35 deckCount, found 34 deckCount for input: handCount: 12, deckCount: 38, discardCount: 44, buys: 1
Test#617: Expected 31 deckCount, found 30 deckCount for input: handCount: 15, deckCount: 34, discardCount: 23, buys: 1
Test#618: Expected 36 deckCount, found 35 deckCount for input: handCount: 18, deckCount: 39, discardCount: 336, buys: 1
Test#619: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 12, buys: 1
Test#620: Expected 3 deckCount, found 2 deckCount for input: handCount: 7, deckCount: 6, discardCount: 47, buys: 1
Test#621: Expected 485 deckCount, found 484 deckCount for input: handCount: 10, deckCount: 488, discardCount: 1, buys: 1
Test#622: Expected 46 deckCount, found 45 deckCount for input: handCount: 13, deckCount: 49, discardCount: 17, buys: 1
Test#623: Expected 3 deckCount, found 2 deckCount for input: handCount: 16, deckCount: 6, discardCount: 31, buys: 1
Test#624: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 2, buys: 1
Test#625: Expected 26 deckCount, found 25 deckCount for input: handCount: 390, deckCount: 29, discardCount: 13, buys: 1
Test#626: Expected 2 deckCount, found 1 deckCount for input: handCount: 393, deckCount: 5, discardCount: 38, buys: 1
Test#627: Expected 3 deckCount, found 2 deckCount for input: handCount: 442, deckCount: 6, discardCount: 35, buys: 1
Test#628: Expected 122 deckCount, found 121 deckCount for input: handCount: 445, deckCount: 125, discardCount: 204, buys: 1
Test#629: Expected 39 deckCount, found 38 deckCount for input: handCount: 107, deckCount: 42, discardCount: 30, buys: 1
Test#630: Expected 443 deckCount, found 442 deckCount for input: handCount: 110, deckCount: 446, discardCount: 30, buys: 1
Test#631: Expected 46 deckCount, found 45 deckCount for input: handCount: 113, deckCount: 49, discardCount: 35, buys: 1
Test#632: Expected 9 deckCount, found 8 deckCount for input: handCount: 116, deckCount: 12, discardCount: 24, buys: 1
Test#633: Expected 37 deckCount, found 36 deckCount for input: handCount: 51, deckCount: 40, discardCount: 38, buys: 1
Test#634: Expected 4 deckCount, found 3 deckCount for input: handCount: 2, deckCount: 7, discardCount: 2, buys: 1
Test#635: Expected 409 deckCount, found 408 deckCount for input: handCount: 5, deckCount: 412, discardCount: 28, buys: 1
Test#636: Expected 73 deckCount, found 72 deckCount for input: handCount: 3, deckCount: 76, discardCount: 262, buys: 1
Test#637: Expected 45 deckCount, found 44 deckCount for input: handCount: 10, deckCount: 48, discardCount: 7, buys: 1
Test#638: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 21, buys: 1
Test#639: Expected 30 deckCount, found 29 deckCount for input: handCount: 13, deckCount: 33, discardCount: 12, buys: 1
Test#640: Expected 66 deckCount, found 65 deckCount for input: handCount: 16, deckCount: 69, discardCount: 23, buys: 1
Test#641: Expected 14 deckCount, found 13 deckCount for input: handCount: 19, deckCount: 17, discardCount: 25, buys: 1
Test#642: Expected 32 deckCount, found 31 deckCount for input: handCount: 22, deckCount: 35, discardCount: 149, buys: 1
Test#643: Expected 29 deckCount, found 28 deckCount for input: handCount: 2, deckCount: 32, discardCount: 16, buys: 1
Test#644: Expected 24 deckCount, found 23 deckCount for input: handCount: 6, deckCount: 27, discardCount: 4, buys: 1
Test#645: Expected 7 deckCount, found 6 deckCount for input: handCount: 57, deckCount: 10, discardCount: 41, buys: 1
Test#646: Expected 47 deckCount, found 46 deckCount for input: handCount: 60, deckCount: 50, discardCount: 259, buys: 1
Test#647: Expected 18 deckCount, found 17 deckCount for input: handCount: 60, deckCount: 21, discardCount: 41, buys: 1
Test#648: Expected 339 deckCount, found 338 deckCount for input: handCount: 9, deckCount: 342, discardCount: 46, buys: 1
Test#649: Expected 11 deckCount, found 10 deckCount for input: handCount: 156, deckCount: 14, discardCount: 41, buys: 1
Test#650: Expected 44 deckCount, found 43 deckCount for input: handCount: 72, deckCount: 47, discardCount: 113, buys: 1
Test#651: Expected 20 deckCount, found 19 deckCount for input: handCount: 3, deckCount: 23, discardCount: 425, buys: 1
Test#652: Expected 371 deckCount, found 370 deckCount for input: handCount: 6, deckCount: 374, discardCount: 90, buys: 1
Test#653: Expected 35 deckCount, found 34 deckCount for input: handCount: 9, deckCount: 38, discardCount: 33, buys: 1
Test#654: Expected 39 deckCount, found 38 deckCount for input: handCount: 12, deckCount: 42, discardCount: 14, buys: 1
Test#655: Expected 34 deckCount, found 33 deckCount for input: handCount: 15, deckCount: 37, discardCount: 3, buys: 1
Test#656: Expected 28 deckCount, found 27 deckCount for input: handCount: 18, deckCount: 31, discardCount: 3, buys: 1
Test#657: Expected 1 deckCount, found 0 deckCount for input: handCount: 21, deckCount: 4, discardCount: 6, buys: 1
Test#658: Expected 28 deckCount, found 27 deckCount for input: handCount: 24, deckCount: 31, discardCount: 47, buys: 1
Test#659: Expected 10 deckCount, found 9 deckCount for input: handCount: 7, deckCount: 13, discardCount: 10, buys: 1
Test#660: Expected 43 deckCount, found 42 deckCount for input: handCount: 10, deckCount: 3, discardCount: 43, buys: 1
Test#661: Expected 42 deckCount, found 41 deckCount for input: handCount: 10, deckCount: 45, discardCount: 35, buys: 1
Test#662: Expected 6 deckCount, found 5 deckCount for input: handCount: 6, deckCount: 9, discardCount: 44, buys: 1
Test#663: Expected 3 deckCount, found 2 deckCount for input: handCount: 238, deckCount: 6, discardCount: 435, buys: 1
Test#664: Expected 25 deckCount, found 24 deckCount for input: handCount: 8, deckCount: 28, discardCount: 0, buys: 1
Test#665: Expected 208 deckCount, found 207 deckCount for input: handCount: 356, deckCount: 211, discardCount: 40, buys: 1
Test#666: Expected 25 deckCount, found 24 deckCount for input: handCount: 9, deckCount: 1, discardCount: 27, buys: 1
Test#667: Expected 274 deckCount, found 273 deckCount for input: handCount: 12, deckCount: 277, discardCount: 178, buys: 1
Test#668: Expected 7 deckCount, found 6 deckCount for input: handCount: 15, deckCount: 10, discardCount: 8, buys: 1
Test#669: Expected 325 deckCount, found 324 deckCount for input: handCount: 243, deckCount: 328, discardCount: 122, buys: 1
Test#670: Expected 446 deckCount, found 445 deckCount for input: handCount: 246, deckCount: 449, discardCount: 7, buys: 1
Test#671: Expected 29 deckCount, found 28 deckCount for input: handCount: 249, deckCount: 32, discardCount: 43, buys: 1
Test#672: Expected 22 deckCount, found 21 deckCount for input: handCount: 205, deckCount: 25, discardCount: 18, buys: 1
Test#673: Expected 1 deckCount, found 0 deckCount for input: handCount: 208, deckCount: 2, discardCount: 2, buys: 1
Test#674: Expected 23 deckCount, found 22 deckCount for input: handCount: 211, deckCount: 26, discardCount: 26, buys: 1
Test#675: Expected 31 deckCount, found 30 deckCount for input: handCount: 214, deckCount: 34, discardCount: 4, buys: 1
Test#676: Expected 12 deckCount, found 11 deckCount for input: handCount: 217, deckCount: 15, discardCount: 37, buys: 1
Test#677: Expected 399 deckCount, found 398 deckCount for input: handCount: 164, deckCount: 402, discardCount: 3, buys: 1
Test#678: Expected 40 deckCount, found 39 deckCount for input: handCount: 167, deckCount: 43, discardCount: 24, buys: 1
Test#679: Expected 42 deckCount, found 41 deckCount for input: handCount: 397, deckCount: 45, discardCount: 46, buys: 1
Test#680: Expected 22 deckCount, found 21 deckCount for input: handCount: 400, deckCount: 25, discardCount: 44, buys: 1
Test#681: Expected 17 deckCount, found 16 deckCount for input: handCount: 403, deckCount: 20, discardCount: 17, buys: 1
Test#682: Expected 9 deckCount, found 8 deckCount for input: handCount: 406, deckCount: 12, discardCount: 4, buys: 1
Test#683: Expected 45 deckCount, found 44 deckCount for input: handCount: 409, deckCount: 48, discardCount: 47, buys: 1
Test#684: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 43, buys: 1
Test#685: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 35, buys: 1
Test#686: Expected 2 deckCount, found 1 deckCount for input: handCount: 10, deckCount: 5, discardCount: 44, buys: 1
Test#687: Expected 37 deckCount, found 36 deckCount for input: handCount: 8, deckCount: 40, discardCount: 3, buys: 1
Test#688: Expected 5 deckCount, found 4 deckCount for input: handCount: 422, deckCount: 8, discardCount: 46, buys: 1
Test#689: Expected 34 deckCount, found 33 deckCount for input: handCount: 2, deckCount: 37, discardCount: 23, buys: 1
Test#690: Expected 115 deckCount, found 114 deckCount for input: handCount: 6, deckCount: 118, discardCount: 146, buys: 1
Test#691: Expected 13 deckCount, found 12 deckCount for input: handCount: 5, deckCount: 16, discardCount: 12, buys: 1
Test#692: Expected 32 deckCount, found 31 deckCount for input: handCount: 8, deckCount: 35, discardCount: 0, buys: 1
Test#693: Expected 2 deckCount, found 1 deckCount for input: handCount: 265, deckCount: 5, discardCount: 28, buys: 1
Test#694: Expected 17 deckCount, found 16 deckCount for input: handCount: 3, deckCount: 1, discardCount: 19, buys: 1
Test#695: Expected 104 deckCount, found 103 deckCount for input: handCount: 9, deckCount: 107, discardCount: 165, buys: 1
Test#696: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 28, discardCount: 9, buys: 1
Test#697: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 43, buys: 1
Test#698: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#699: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#700: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#701: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#702: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#703: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#704: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#705: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#706: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#707: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#708: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#709: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#710: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#711: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#712: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#713: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#714: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#715: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#716: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#717: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#718: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#719: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#720: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#721: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
Test#722: Expected 19 deckCount, found 18 deckCount for input: handCount: 2, deckCount: 22, discardCount: 23, buys: 1
Test#723: Expected 9 deckCount, found 8 deckCount for input: handCount: 5, deckCount: 12, discardCount: 6, buys: 1
Test#724: Expected 44 deckCount, found 43 deckCount for input: handCount: 8, deckCount: 47, discardCount: 31, buys: 1
Test#725: Expected 5 deckCount, found 4 deckCount for input: handCount: 5, deckCount: 0, discardCount: 8, buys: 1
Test#726: Expected 17 deckCount, found 16 deckCount for input: handCount: 1, deckCount: 20, discardCount: 27, buys: 1
Test#727: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 0, discardCount: 28, buys: 1
Test#728: Expected 10 deckCount, found 9 deckCount for input: handCount: 6, deckCount: 13, discardCount: 30, buys: 1
Test#729: Expected 159 deckCount, found 158 deckCount for input: handCount: 9, deckCount: 162, discardCount: 102, buys: 1
Test#730: Expected 465 deckCount, found 464 deckCount for input: handCount: 71, deckCount: 468, discardCount: 16, buys: 1
Test#731: Expected 27 deckCount, found 26 deckCount for input: handCount: 74, deckCount: 30, discardCount: 4, buys: 1
Test#732: Expected 44 deckCount, found 43 deckCount for input: handCount: 77, deckCount: 47, discardCount: 39, buys: 1
Test#733: Expected 24 deckCount, found 23 deckCount for input: handCount: 80, deckCount: 27, discardCount: 29, buys: 1
Test#734: Expected 5 deckCount, found 4 deckCount for input: handCount: 3, deckCount: 8, discardCount: 34, buys: 1
Test#735: Expected 35 deckCount, found 34 deckCount for input: handCount: 447, deckCount: 38, discardCount: 27, buys: 1
Test#736: Expected 11 deckCount, found 10 deckCount for input: handCount: 10, deckCount: 14, discardCount: 28, buys: 1
Test#737: Expected 12 deckCount, found 11 deckCount for input: handCount: 13, deckCount: 15, discardCount: 29, buys: 1
Test#738: Expected 430 deckCount, found 429 deckCount for input: handCount: 16, deckCount: 433, discardCount: 54, buys: 1
Test#739: Expected 334 deckCount, found 333 deckCount for input: handCount: 7, deckCount: 337, discardCount: 127, buys: 1
Test#740: Expected 145 deckCount, found 144 deckCount for input: handCount: 6, deckCount: 148, discardCount: 318, buys: 1
Test#741: Expected 355 deckCount, found 354 deckCount for input: handCount: 9, deckCount: 358, discardCount: 114, buys: 1
Test#742: Expected 40 deckCount, found 39 deckCount for input: handCount: 5, deckCount: 43, discardCount: 22, buys: 1
Test#743: Expected 41 deckCount, found 40 deckCount for input: handCount: 5, deckCount: 0, discardCount: 44, buys: 1
Test#744: Expected 15 deckCount, found 14 deckCount for input: handCount: 8, deckCount: 18, discardCount: 38, buys: 1
